;Phrase
4591;Decidieron rápidamente dejar la Cima de los Vientos tan pronto como fuera posible
4592;Pienso ahora dijo Trancos que el enemigo ha estado vigilando este sitio desde hace varios días
4593;Si Gandalf vino por aquí, tiene que haberse visto obligado a escapar y no volverá
4594;De todos modos y luego del ataque de El Señor de los anillos: La Comunidad del anillo 170 anoche, correrías grave peligro aquí si nos quedamos después que oscurezca y la situación no podría ser peor para nosotros en cualquier otro sitio
4595;Tan pronto como se hizo de día se prepararon una comida frugal y empacaron
4596;Como Frodo no podía caminar, dividieron la mayor parte del equipaje entre los cuatro y montaron a Frodo en el poney
4597;"En los últimos pocos días la pobre bestia había mejorado de modo notable; ya parecía más gorda y fuerte y había comenzado a mostrar afecto a sus nuevos dueños, sobre todo a Sam"
4598;El tratamiento que había recibido de Bill Helechal tenía que haber sido muy duro para que un viaje por tierras salvajes le pareciera mucho mejor que la vida anterior
4599;Partieron en dirección sur
4600;Esto significaba cruzar el camino, pero era el modo más rápido de llegar a regiones arboladas
4601;Y necesitaban combustible, pues Trancos decía que Frodo tenía que estar abrigado, especialmente de noche, y además el fuego serviría para protegerlos a todos
4602;"Planeaban también abreviar el trayecto cortando a través de otra vuelta del camino; al este, más allá de la Cima de los Vientos, la ruta cambiaba de curso describiendo una amplia curva hacia el norte"
4603;Marcharon lenta y precavidamente bordeando las faldas del sudoeste de la colina y no tardaron en llegar al borde del camino
4604;No había señales de los Jinetes
4605;Pero en el mismo momento en que cruzaban de prisa alcanzaron a oír dos gritos lejanos: una voz fría que llamaba y una voz fría que respondía
4606;Temblando se precipitaron hacia los matorrales que crecían del otro lado
4607;"El terreno descendía allí en pendiente hacia el sur, salvaje y sin ninguna senda; unos arbustos y árboles raquíticos crecían en grupos apretados en medio de amplios espacios desnudos"
4608;"La hierba era escasa, dura y gris; y los matorrales perdían las hojas secas"
4609;Era una tierra desolada y el viaje se hacía lento y triste
4610;Marchaban penosamente y hablaban poco
4611;Frodo observaba acongojado cómo caminaban junto a él, cabizbajos, inclinados bajo el peso de los bultos
4612;Hasta el mismo Trancos parecía cansado y abatido.Antes que terminara la primera jornada el dolor de Frodo se acrecentó de nuevo, pero él tardó en quejarse
4613;Pasaron cuatro días y ni el terreno ni el escenario cambiaron mucho, aunque detrás de ellos la Cima de los Vientos bajaba lentamente y delante de ellos subían las montañas lejanas
4614;Pero luego de aquellos gritos distantes no habían visto ni oído nada que indicara que el enemigo anduviese cerca, o estuviera siguiéndolos
4615;"Temían las horas de oscuridad y montaban guardia en parejas, esperando ver en cualquier momento unas sombras negras que se adelantaban en la noche gris, débilmente iluminada por la luna velada de nubes; pero no veían nada y no oían otro sonido que el de las hojas secas y la hierba"
4616;Ni una sola vez tuvieron aquella impresión de peligro inminente que los había asaltado en la cañada antes del ataque
4617;No se atrevían a suponer que los Jinetes les hubiesen perdido de nuevo el rastro.¿Esperarían quizá tenderles una emboscada en algún sitio estrecho? Al fin del quinto día el terreno comenzó una vez más a elevarse lentamente, saliendo del valle bajo y amplio al que habían descendido
4618;Trancos los guió de nuevo hacia el nordeste y en el sexto día llegaron a lo alto de una loma larga y vieron a la distancia un grupo de colinas boscosas
4619;Allá abajo el camino bordeaba el pie de las colinas y a la derecha un río gris brillaba pálidamente a El Señor de los anillos: La Comunidad del anillo 171 la débil luz del sol
4620;A lo lejos corría otro río por un valle pedregoso cubierto de jirones de bruma
4621;Temo que ahora tengamos que volver un rato al camino dijo Trancos
4622;Hemos llegado al Río Fontegrís, que los elfos llaman Mitheithel
4623;Desciende de las Landas de Etten, los páramos de los trolls al norte de Rivendel y en el sur allá lejos se une al Sonorona
4624;De ahí en adelante algunos lo llaman Aguada Gris
4625;Es una gran extensión de agua antes de llegar al mar
4626;No hay otro modo de cruzarlo desde que nace en las Landas de Etten que el Puente Ultimo sobre el camino
4627;¿Cuál es aquel otro río allá a lo lejos? preguntó Merry
4628;El Sonorona, el Bruinen de Rivendel respondió Trancos
4629;El camino lo bordea durante varias leguas, hasta el vado
4630;Aún no he pensado cómo lo cruzaremos.¡Un río por vez! Tendremos bastante suerte en verdad si no encontramos algún obstáculo en el Puente Ultimo
4631;Al otro día, temprano de mañana, descendieron de nuevo al camino
4632;Sam y Trancos fueron adelante, pero no encontraron señales de viajeros o Jinetes
4633;Aquí, a la sombra de las colinas, había llovido bastante
4634;Trancos opinó que el agua había caído dos días atrás, borrando todas las huellas
4635;Desde entonces no había pasado ningún jinete, o así parecía al menos
4636;Avanzaron rápidamente y luego de una milla o dos vieron ante ellos el Puente Ultimo, al pie de una cuesta empinada y breve
4637;Bajaron temiendo que unas sombras negras los esperasen allí, pero no vieron nada
4638;Trancos hizo que se ocultaran detrás de unos matorrales a la vera del camino y se adelantó a explorar
4639;No mucho después volvió apresuradamente
4640;Ningún enemigo a la vista dijo, y no entiendo por qué
4641;Pero descubrí algo muy extraño
4642;Tendió la mano y mostró una piedra de color verde pálido
4643;La encontré en el barro, en medio del puente dijo
4644;Es un berilo, una piedra élfica
4645;No podría decir si la pusieron allí, o si alguien la perdió, pero me da cierta esperanza
4646;Diría que es un signo de que podemos cruzar el puente, pero no me atrevería a seguir por el camino sin otra indicación más clara
4647;Partieron de nuevo en seguida
4648;Atravesaron el puente sanos y salvos, sin oír otro sonido que el de las aguas arremolinadas bajo los tres grandes arcos
4649;Una milla más allá llegaron a una hondonada estrecha que llevaba al norte cruzando las tierras escarpadas a la izquierda del camino
4650;Aquí Trancos dobló a un lado y casi en seguida se encontraron en una región sombría de árboles oscuros que serpenteaban al pie de unas lomas adustas
4651;Los hobbits se alegraron de dejar atrás las tierras desoladas y los peligros del camino, pero esta nueva región parecía amenazadora e inamistosa
4652;Las colinas iban creciendo ante ellos
4653;Aq uí y allá, sobre alturas y crestas, vislumbraban unos antiguos muros de piedra y ruinas de torres de ominoso aspecto
4654;Frodo, que no caminaba, tenía tiempo de mirar adelante y pensar
4655;Recordaba los relatos de Bilbo y las torres amenazadoras que se alzaban en los montes al norte del camino, en las proximidades del Bosque de los Trolls donde se le había presentado el primer incidente serio del viaje
4656;Frodo adivinó El Señor de los anillos: La Comunidad del anillo 172 que se encontraban ahora en la misma región y se preguntó si no pasarían casualmente por el mismo sitio
4657;¿Quién vive en estas tierras? preguntó.¿Y quién edificó esas torres? ¿Es este el país de los trolls? No dijo Trancos
4658;Los trolls no construyen
4659;Nadie vive aquí
4660;En otro tiempo moraron hombres, pero hoy no queda ninguno
4661;Fueron gente mala, así dice la leyenda, pues cayeron bajo la sombra de Angmar
4662;Pero todos murieron en la guerra que acabó con el Reino del Norte
4663;Hace ya tanto tiempo que las colinas han olvidado, aunque una sombra se extiende aún sobre el país
4664;¿Dónde aprendiste esas historias si toda la región está desierta y olvidada? preguntó Peregrin
4665;Los pájaros y las bestias no cuentan historias de esa especie
4666;Los herederos de Elendil no olvidaron el pasado dijo Trancos, y sé de otros muchos asuntos que aún se recuerdan en Rivendel
4667;¿Has estado a menudo en Rivendel? dijo Frodo
4668;Sí respondió Trancos, viví allí un tiempo y vuelvo siempre que puedo
4669;Mi corazón está allí, pero mi destino no es vivir en paz, ni siquiera en la hermosa casa de Elrond
4670;Las colinas comenzaron a cercarlos
4671;El camino retrocedía de nuevo hacia el río, pero ahora ya no lo veían
4672;Al fin entraron en un valle largo, estrecho, profundo, sombrío y silencioso
4673;Unos árboles de viejas y retorcidas raíces colgaban de los riscos y se amontonaban detrás en laderas de pinos
4674;Los hobbits estaban muy cansados y avanzaban lentamente, abriéndose paso entre rocas y árboles caídos
4675;Trataban de evitar todo lo posible los terrenos escarpados, en beneficio de Frodo, y era en verdad difícil encontrar un camino que los ayudara a escalar las paredes de los valles
4676;Llevaban dos días caminando por esta región cuando empezó a llover
4677;El viento sopló del oeste vertiendo el agua de los mares lejanos sobre las cabezas oscuras de las lomas en una penetrante llovizna
4678;Cuando llegó la noche estaban calados hasta los huesos y no les sirvió de mucho acampar, pues no pudieron encender ningún fuego
4679;Al día siguiente los montes se hicieron todavía más altos y escarpados obligándolos a desviarse de la ruta y doblar hacia el norte
4680;"Trancos parecía cada vez más inquieto; habían pasado diez días desde que dejaran atrás la Cima de los Vientos y las provisiones comenzaban a escasear"
4681;La lluvia no amainaba
4682;"Aquella noche acamparon en una estribación rocosa; una gruta poco profunda, un simple agujero, se abría en el muro de piedra"
4683;La herida le dolía más que nunca a Frodo, a causa del frío y la humedad, y sentía el cuerpo helado y no podía dormir
4684;Se volvía acostado a un lado y a otro, escuchando medrosamente los furtivos ruidos nocturnos: el viento en las grietas de las rocas, el agua que goteaba, un crujido, una piedra suelta que rodaba por la pendiente
4685;Sintió que unas formas negras se le acercaban queriendo sofocarlo, pero cuando se sentó no vio sino la espalda de Trancos, sentado, con las piernas recogidas, fumando en pipa y vigilando
4686;Se acostó de nuevo y se deslizó en un sueño intranquilo y soñó que se paseaba por el césped del jardín de la Comarca, pero el jardín era borroso e indistinto, menos nítido que las sombras altas y oscuras que lo miraban por encima del seto
4687;El Señor de los anillos: La Comunidad del anillo 173 Cuando despertó a la mañana, había dejado de llover
4688;Las nubes eran todavía espesas, pero estaban abriéndose, descubriendo pálidas franjas de azul
4689;El viento cambiaba de nuevo
4690;No partieron en seguida
4691;Luego del desayuno frío y escaso, Trancos se alejó solo, diciéndoles a los otros que lo esperaran al abrigo del acantilado
4692;Trataría de llegar arriba, si le era posible, para observar la configuración del territorio
4693;Regresó bastante desanimado.Nos hemos alejado demasiado hacia el norte dijo y tenemos que encontrar un modo de volver al sur
4694;Si seguimos en esta dirección llegaremos a los Valles de Etten, muy al norte de Rivendel
4695;Esta es una región de trolls, que conozco poco
4696;"Quizás encontráramos un modo de atravesarla y de alcanzar Rivendel desde el norte; pero nos llevaría demasiado tiempo, pues no conozco el país y se nos acabarían las provisiones"
4697;De un modo o de otro tenemos que encontrar el Vado del Bruinen
4698;Pasaron el resto del día arrastrándose sobre pies y manos por un terreno rocoso
4699;"Al fin, luego de cruzar un pasaje estrecho entre dos lomas, encontraron un valle que corría hacia el sudeste, la dirección que deseaban tomar; pero cuando el día ya terminaba vieron que una cadena de tierras altas les cerraba de nuevo el paso: el borde oscuro se recortaba contra el cielo como los dientes mellados de una sierra"
4700;Tenían que elegir entre volverse o escalar la cadena de lomas
4701;Decidieron intentar la ascensión, lo que fue demasiado difícil
4702;Frodo no tardó en tener que desmontar y seguir a pie
4703;Aun así pensaron a menudo que no conseguirían que el poney subiera, o que ellos mismos encontraran algo parecido a un sendero, cargados como estaban
4704;Casi no había luz y se sentían agotados cuando al fin llegaron arriba
4705;Estaban ahora en un paso estrecho entre dos elevaciones y poco más allá el terreno descendía de nuevo abruptamente
4706;Frodo se arrojó al suelo y allí se quedó temblando de pies a cabeza
4707;No podía mover el brazo izquierdo y tenía la impresión de que unas garras de hielo le apretaban el costado y el hombro
4708;Los árboles y rocas de alrededor parecían sombríos e indistintos
4709;No podemos seguir así le dijo Merry a Trancos
4710;Temo que el esfuerzo haya sido excesivo para Frodo
4711;Me inquieta de veras.¿Qué vamos a hacer? ¿Piensas que podrían curarlo en Rivendel, si es que llegamos allí? Quizá respondió Trancos
4712;No hay nada más que yo pueda hacer en el desierto y es esa herida precisamente lo que me impulsa a que forcemos la marcha
4713;Pero reconozco que esta noche no podemos ir más lejos
4714;¿Qué le ocurre a mi amo? preguntó Sam en voz baja, mirando a Trancos con aire suplicante
4715;La herida es pequeña y está casi cerrada
4716;No se le ve más que una cicatriz blanca y fría en el hombro
4717;Frodo ha sido alcanzado por las armas del enemigo dijo Trancos , y hay algún veneno o mal que está actuando en él y que mi arte no alcanza a eliminar.¡Pero no pierdas las esperanzas, Sam! La noche era fría en lo alto de la loma
4718;"Encendieron un fuego pequeño bajo las raíces nudosas de un viejo pino que pendía sobre una cavidad poco profunda; parecía como si en un tiempo hubiera habido allí una cantera de piedra"
4719;Se sentaron apretándose unos contra otros
4720;El viento helado soplaba en el paso y se oían los gemidos y suspiros de los árboles de la pendiente
4721;El Señor de los anillos: La Comunidad del anillo 174 Frodo dormitaba acostado, imaginando que unas interminables alas negras barrían el aire sobre él y que en esas alas cabalgaban unos perseguidores que lo buscaban en todos los huecos de las colinas
4722;"La mañana se levantó brillante y hermosa; el aire era puro y la luz pálida y limpia en un cielo lavado por la lluvia"
4723;Se sentían más animados ahora, pero esperaron con impaciencia a que el sol viniera a calentarles los miembros fríos y agarrotados
4724;Tan pronto como hubo luz, Trancos se llevó a Merry consigo y fueron a examinar la región desde la altura que dominaba el este del paso
4725;El sol estaba alto y brillaba cuando volvieron con mejores noticias
4726;Iban ya casi en la dirección adecuada
4727;Si descendían ahora por la otra pendiente tendrían las montañas a la izquierda
4728;A alguna distancia, allá delante, Trancos había divisado de nuevo el Sonorona y sabía que aunque no se le veía desde allí, el Camino del Vado no estaba lejos del río y corría de este lado del agua
4729;Tendremos que retomar el camino dijo
4730;No podemos esperar que haya algún sendero entre estas colinas
4731;Cualquiera que sea el peligro que nos aceche, el camino es nuestra única vía para llegar al vado
4732;Comieron y partieron en seguida otra vez
4733;Bajaron lentamente por el lado sur de la estribación, pero el camino les pareció mucho más fácil, pues la ladera caía menos a pique de este lado y al cabo de un momento Frodo pudo montar de nuevo el poney
4734;El pobre y viejo animal de Bill Helechal estaba desarrollando un talento inesperado para elegir el camino y evitar a su jinete todas las sacudidas posibles
4735;El grupo recobró el ánimo y aun Frodo se sintió mejor a la luz de la mañana, aunque de cuando en cuando una niebla parecía oscurecerle la vista y se pasaba las manos por los ojos
4736;Pippin iba un poco adelante
4737;De improviso se volvió y los llamó.¡Aquí hay un sendero! gritó
4738;Cuando llegaron junto a él, vieron que no se había equivocado: allí comenzaba borrosamente un sendero tortuoso que subía desde los bosques y se perdía detrás en la cima de la montaña
4739;En algunos sitios era casi invisible y estaba cubierto de malezas y obstru ido por piedras y árboles caídos, pero parecía haber sido muy transitado en otro tiempo
4740;Quienes habían abierto el sendero eran de brazos fuertes y pies pesados
4741;Aquí y allá habían cortado o derribado viejos árboles, hendiendo las rocas mayores o apartándolas a un lado para que no interrumpieran el paso
4742;Siguieron la senda un tiempo, pues era el camino más fácil para bajar, pero se adelantaban con precaución y a medida que se internaban en los bosques oscuros y la senda se hacía ancha y llana, iban sintiéndose más y más intranquilos
4743;De pronto, saliendo de un cinturón de alisos, vieron que el sendero trepaba por una ladera empinada y se volvía en ángulo recto hacia la izquierda contorneando una estribación rocosa
4744;Luego corría por terreno llano, al pie de un acantilado sobre el que asomaban unos árboles
4745;En la pared de piedra había una puerta entreabierta que colgaba torcidamente de una bisagra.Se detuvieron frente a la puerta
4746;Detrás se abría una cueva o una cámara de roca, pero no se alcanzaba a ver nada en la oscuridad
4747;Trancos, Sam y Merry empujaron con todas sus fuerzas y alcanzaron a abrir la puerta un poco más y luego Trancos y Merry entraron en la cueva
4748;No fueron muy lejos, pues en el suelo se veían muchas viejas osamentas y no había otra cosa cerca de la entrada que grandes jarras vacías y ollas rotas.El Señor de los anillos: La Comunidad del anillo 175 ¡Una cueva de trolls, seguro, si es que la hubo alguna vez! gritó Pippin
4749;Salid, vosotros dos y huyamos
4750;Sabemos ahora quién hizo el sendero y será mejor que nos alejemos en seguida
4751;No es necesario, me parece dijo Trancos, saliendo
4752;Es ciertamente una cueva de trolls, pero parece abandonada hace mucho
4753;No hay por qué asustarse, creo
4754;Pero descendamos con cuidado y ya veremos qué se presenta
4755;La senda continuaba desde la puerta y doblando a la derecha cruzaba otra vez el terreno llano y se hundía en una ladera boscosa
4756;Pippin, no queriendo mostrarle a Trancos que estaba todavía asustado, iba delante con Merry
4757;Sam y Trancos marchaban detrás, uno a cada lado del poney, pues la senda era ahora bastante ancha como para que cuatro o cinco hobbits caminaran de frente codo con codo
4758;Pero no habían ido muy lejos cuando Pippin volvió corriendo, seguido por Merry
4759;Los dos parecían aterrorizados
4760;¡Hay trolls! jadeó Pippin
4761;En un claro del bosque un poco más abajo
4762;Alcanzamos a verlos mirando entre los troncos.¡Son muy grandes! Vamos a echarles un vistazo dijo Trancos, recogiendo un palo
4763;Frodo no dijo nada, pero Sam tenía cara de espanto
4764;El sol estaba alto ahora, y relucía entre las ramas otoñales de los árboles, iluminando el claro con brillantes parches de luz
4765;Se detuvieron al borde del claro y espiaron entre los troncos conteniendo el aliento
4766;Allí estaban los trolls: tres trolls de considerables dimensiones
4767;Uno de ellos estaba inclinado y los otros dos lo observaban
4768;Trancos se adelantó como al descuido
4769;¡Levántate, vieja piedra! dijo y rompió el palo en el lomo del troll inclinado
4770;No ocurrió nada
4771;Un jadeo de asombro entre los hobbits y luego el mismo Frodo se echó a reír
4772;¡Bueno! dijo.¡Estamos olvidando la historia de la familia! Estos han de ser los tres que atrapó Gandalf, cuando discutían sobre la mejor manera de cocinar trece enanos y un hobbit
4773;"¡No tenía idea de que estuviésemos tan cerca del sitio! dijo Pippin, que conocía bien la historia, pues Bilbo y Frodo se la habían contado a menudo; aunque en verdad él nunca la había creído sino a medias"
4774;Aun ahora miraba los trolls de piedra con aire de sospecha, preguntándose si alguna fórmula mágica no podría devolverlos de pronto a la vida
4775;No sólo olvidáis la historia de la familia, sino también todo lo que sabemos de los trolls dijo Trancos
4776;Es pleno día, brilla el sol y volvéis tratando de asustarme con el cuento de unos trolls vivos que nos esperan en el claro
4777;De todos modos, hubieseis podido notar que uno de ellos tiene un viejo nido de pájaro detrás de la oreja.¡Un adorno de veras insólito en un troll vivo! Todos rieron
4778;Frodo se sintió reanimado: el recuerdo de la primera aventura afortunada de Bilbo era alentador
4779;El sol, también, calentaba y confortaba y la niebla que tenía ante los ojos parecía estar levantándose.Descansaron un tiempo en el claro y almorzaron a la sombra de las grandes piernas de los trolls
4780;¿No cantaría alguien una canción, mientras el sol está todavía alto? preguntó Merry, cuando terminaron de comer
4781;No hemos oído una canción o una historia desde hace días.El Señor de los anillos: La Comunidad del anillo 176 Desde la Cima de los Vientos dijo Frodo
4782;Los otros lo miraron.¡No os preocupéis por mí! continuó
4783;Me siento mucho mejor, pero no creo que pueda cantar
4784;Quizá Sam recuerde algo
4785;¡Vamos, Sam! dijo Merry
4786;Hay muchas cosas que guardas en la cabeza y que no muestras nunca
4787;No lo sé dijo Sam, ¿pero qué les parece esto? No es lo que yo llamaría poesía, si se me entiende, es sólo una colección de disparates
4788;Me vino a la memoria mirando estas viejas estatuas
4789;Se incorporó y con las manos a la espalda, como si estuviese en la escuela, se puso a cantar una vieja canción
4790;"El troll estaba sentado en un asiento de piedra, mordiendo y masticando un viejo hueso desnudo; había estado royéndolo durante años y años, pues un pedazo de carne era difíci1 de encontrar"
4791;Vivía solo en una caverna de las colinas y un pedazo de carne era difícil de encontrar
4792;Llegó Tom calzado con grandes botas y le dijo al troll.«¿Qué es eso, por favor? pues se parece a la tibia de mi tío Tim, que tendría que estar en el cementerio
4793;Hace ya muchos años que Tim se nos ha ido y aún tendría que estar en el cementerio.» «Compañero», dijo el troll, «es un hueso robado, ¿pero de qué sirve un hueso en un agujero? Tu tío estaba muerto como un lingote de plomo mucho antes que yo encontrara esta tibia
4794;Puede darle una parte a un pobre viejo troll pues él no necesita esta tibia»
4795;«No entiendo por qué las gentes como tú», dijo Tom, «han de servirse libremente la canilla o la tibia de mi tío, ¡Pásame entonces ese viejo hueso!
4796;"Aunque esté muerto, aún le pertenece; ¡Pásame entonces ese viejo hueso!»"
4797;«Un poco más», dijo el troll sonriendo, «y a ti también te comeré y roeré las tibias
4798;¡Un bocado de carne fresca me caerá bien! Te clavaré los dientes ahora mismo
4799;Estoy cansado de roer viejos huesos y cueros
4800;Tengo ganas de comerte ahora mismo»
4801;Pensando aún que se había asegurado la cena descubrió que no tenía nada en las manos, pues Tom por detrás se había deslizado lanzándole un puntapié como buena lección, El Señor de los anillos: La Comunidad del anillo 177 «un puntapié en las asentaderas», pensó Tom, «será el modo de darle una buena lección»
4802;"Más duros que la piedra son la carne y el hueso de un troll que está sentado a solas en la loma; tanto valdría patear la raíz de la montaña, pues las asentaderas de un troll son insensibles"
4803;El viejo troll rió oyendo que Tom gruñía
4804;Y supo que el pie de Tom era sensible
4805;Tom regresó a su casa arrastrando la pierna y el pie le quedó estropeado mucho tiempo, pero al Troll no le importa y está siempre allí con el hueso que le birló al propietario
4806;Las asentaderas del troll son siempre las mismas, ¡y también el hueso que le birló al propietario!  ¡Bueno, hay ahí una advertencia para todos nosotros! rió Merry .¡Es una suerte que hayas usado un palo y no la mano, Trancos! ¿Dónde aprendiste eso, Sam? preguntó Pippin
4807;Nunca lo había oído antes
4808;Sam murmuró algo inaudible
4809;Lo sacó de la cabeza, por supuesto dijo Frodo
4810;Estoy aprendiendo mucho sobre Sam Gamyi en este viaje
4811;Primero fue un conspirador y ahora es un juglar
4812;Terminará por ser un mago...¡o un guerrero! Espero que no dijo Sam
4813;Ni lo uno ni lo otro
4814;A la tarde continuaron descendiendo por la espesura
4815;Seguían quizás aquella misma senda que Gandalf, Bilbo y los enanos habían utilizado muchos años antes
4816;Luego de unas pocas millas llegaron a la cima de una loma que dominaba el camino
4817;Aquí la calzada había dejado atrás el angosto valle del río y ahora se abrazaba a las colinas, bajando y subiendo entre los bosques y las laderas cubiertas de maleza hacia el vado y las montañas
4818;No lejos de la loma Trancos señaló una piedra que asomaba entre el pasto
4819;Toscamente talladas y ahora muy erosionadas podían verse aún en la piedra unas runas de enanos y marcas secretas
4820;¡Sí! dijo Merry
4821;Esta ha de ser la piedra que señala dónde estaba escondido el oro de los enanos.¿Cuánto queda de la parte de Bilbo, me pregunto, Frodo? Frodo miró la piedra y deseó que Bilbo no hubiera traído de vuelta un tesoro más peligroso y más difícil de compartir
4822;Nada dijo
4823;Bilbo lo regaló todo
4824;Me dijo que no creía que le perteneciera, pues provenía de ladrones
4825;El camino se extendía bajo las sombras alargadas del atardecer, apacible y desierto
4826;No había otra ruta posible, de modo que bajaron por la barranca y torciendo a la izquierda marcharon a paso vivo
4827;Pronto la estribación de una loma interceptó la luz del sol que declinaba rápidamente
4828;El Señor de los anillos: La Comunidad del anillo 178 Un viento frío venía hacia ellos desde las montarías que sobresalían allá adelante
4829;Empezaban a buscar un sitio fuera del camino donde pudieran acampar esa noche, cuando oyeron un sonido que los atemorizó de nuevo: unos cascos de caballo que resonaban detrás
4830;Volvieron la cabeza, pero no alcanzaron a ver muy lejos a causa de las idas y venidas del camino
4831;Dejaron de prisa la calzada y subieron internándose entre los profundos matorrales de brezos y arándanos que cubrían las laderas, hasta que al fin llegaron a un monte de castaños frondosos
4832;Espiando entre las malezas podían ver el camino, débil y gris a la luz crepuscular allá abajo, a unos treinta pies
4833;El sonido de los cascos se acercaba
4834;Los caballos galopaban, con un leve tiquititac tiquititac
4835;Luego, débilmente, como si la brisa se lo llevara, creyeron oír un repique apagado, como un tintineo de campanillas
4836;¡Eso no suena como el caballo de un jinete Negro! dijo Frodo, que escuchaba con atención
4837;Los otros hobbits convinieron en que así era, esperanzados, aunque con cierta desconfianza
4838;Desde hacía tiempo marchaban temiendo que los persiguieran y todo sonido que viniera de atrás les parecía amenazador y hostil
4839;Pero Trancos se inclinaba ahora hacia adelante, casi tocando el suelo, la mano en la oreja y una expresión de alegría en la cara
4840;La luz disminuía y las hojas de los arbustos susurraban levemente
4841;Más claras y más próximas las campanillas tintineaban y tiquitac venía el sonido de un trote rápido
4842;De pronto apareció allá abajo un caballo blanco, resplandeciente en las sombras, que se movía con rapidez
4843;El freno y las bridas centelleaban y fulguraban a la luz del crepúsculo, como tachonados de piedras preciosas que parecían estrellas vivientes
4844;"El manto flotaba detrás y el caballero llevaba quitado el capuchón; los cabellos dorados volaban al viento"
4845;Frodo tuvo la impresión de que una luz blanca brillaba a través de la forma y las vestiduras del jinete, como a través de un velo tenue
4846;Trancos dejó de pronto el escondite y se precipitó hacia el camino, gritando y saltando entre los brezos, pero aun antes que se moviera o llamara, el jinete ya había tirado de las riendas y se había detenido levantando los ojos a los matorrales donde ellos estaban
4847;Cuando vio a Trancos, saltó a tierra y corrió hacia él gritando: Ai na vedui Dúnadan! Maegovannen! La lengua y la voz clara y timbrada no dejaban ninguna duda: el jinete era de la raza de los elfos
4848;Ningún otro de los que vivían en el ancho mundo tenía una voz tan hermosa
4849;Pero había como una nota de prisa o temor en la llamada y los hobbits vieron que hablaba rápida y urgentemente con Trancos
4850;Pronto Trancos les hizo serías y los hobbits dejaron los matorrales y bajaron corriendo al camino
4851;Este es Glorfindel, que habita en la casa de Elrond dijo Trancos.¡Hola y feliz encuentro al fin! le dijo Glorfindel a Frodo
4852;Me enviaron de Rivendel en tu busca
4853;Temíamos que corrieras peligro en el camino
4854;¿Entonces Gandalf llegó a Rivendel? gritó Frodo alegremente.No
4855;No cuando yo partí, pero eso fue hace nueve días respondió Glorfindel
4856;Llegaron algunas noticias, que perturbaron a Elrond
4857;Gentes de mi pueblo, viajando por tus tierras más allá del Baranduin, oyeron decir que las cosas no andaban bien y enviaron mensajes tan pronto como pudieron
4858;Decían que los Nueve habían salido y que tú te habías extraviado llevando una carga muy pesada y sin ningún auxilio, pues Gandalf no había vuelto
4859;Hay pocos en Rivendel que El Señor de los anillos: La Comunidad del anillo 179 puedan enfrentar abiertamente a los Nueve, pero a esos pocos Elrond los envió al norte, al oeste y al sur
4860;Se decía que tú harías un rodeo para evitar que te persiguieran y que te perderías en las tierras desiertas
4861;»Me tocó a mí seguir el camino y llegué al Puente de Mitheithel y dejé una señal allí, hace siete días
4862;Tres de los sirvientes de Sauron llegaron hasta el puente, pero se retiraron y los perseguí hacia el oeste
4863;Tropecé con otros dos, que se volvieron alejándose hacia el sur
4864;Desde entonces he estado buscando tus huellas
4865;Las descubrí hace dos días y las seguí cruzando el puente y hoy advertí que habías bajado otra vez de las lomas.¡Pero, vamos! No hay tiempo para más noticias
4866;Ya que estás aquí, hemos de arriesgarnos a los peligros del camino y marchar adelante
4867;Hay cinco detrás de nosotros y cuando descubran tus huellas en el camino, nos perseguirán veloces como el viento
4868;Y ellos no son todos
4869;Dónde están los otros cuatro, no lo sé
4870;Temo descubrir que el vado ya está defendido contra nosotros
4871;Mientras Glorfindel hablaba, las sombras de la noche se hicieron más densas
4872;Frodo sintió que el cansancio lo dominaba
4873;Desde que el sol había empezado a bajar, la niebla que tenía ante los ojos se le había oscurecido y sentía que una sombra estaba interponiéndose entre él y las caras de los otros
4874;Ahora tenía un ataque de dolor y mucho frío
4875;Se tambaleó y se apoyó en el brazo de Sam
4876;Mi amo está enfermo y herido dijo Sam airadamente
4877;No podría viajar durante la noche
4878;Necesita descanso
4879;Glorfindel alcanzó a Frodo en el momento en que el hobbit caía al suelo y tomándolo gentilmente en brazos le miró la cara con grave ansiedad
4880;Trancos le habló entonces brevemente del ataque al campamento en la Cima de los Vientos y del cuchillo mortal
4881;Sacó la empuñadura, que había conservado, y se la pasó al elfo
4882;Glorfindel se estremeció al tocarla, pero la miró con atención
4883;Hay cosas malas escritas en esta empuñadura dijo aunque quizá tus ojos no puedan verlas.¡Guárdala, Aragorn, hasta que lleguemos a la Casa de Elrond! Pero ten cuidado y tócala lo menos posible
4884;Ay, las heridas causadas por este arma están más allá de mis poderes de curación
4885;Haré lo que pueda, pero ahora más que nunca os recomiendo que continuéis sin tomar descanso
4886;Buscó con los dedos la herida en el hombro de Frodo y la cara se le hizo más grave, como si lo que estaba descubriendo lo inquietara todavía más
4887;"Pero Frodo sintió que el frío del costado y el brazo le disminuía; un leve calor le bajó del hombro hasta la mano y el dolor se hizo más soportable"
4888;La oscuridad del crepúsculo le pareció más leve alrededor, como si hubieran apartado una nube
4889;Veía ahora las caras de los amigos más claramente y sintió que recobraba de algún modo la esperanza y la fuerza
4890;Montarás en mi caballo le dijo Glorfindel
4891;Recogeré los estribos hasta los bordes de la silla y tendrás que sentarte lo más firmemente que puedas
